nacimientojugador;edadjugador;pesojugador;alturajugador;roljugador;paisjugador;idJugador;jugadoresequipo;idequipo;nombreequipo
1993-12-12;26;68;177;Volante;Ecuador;88019;30;894;U.Cat?lica(E)
1998-08-20;22;67;170;Volante;Ecuador;165097;30;894;U.Cat?lica(E)
2001-10-25;18;71;180;Volante;Ecuador;247813;30;894;U.Cat?lica(E)
1999-03-23;21;;;Volante;Ecuador;220728;30;894;U.Cat?lica(E)
2001-10-09;18;76;179;Volante;Ecuador;247814;30;894;U.Cat?lica(E)
1999-03-08;21;74;184;Delantero;Argentina;208657;30;894;U.Cat?lica(E)
1994-12-08;25;70;182;Delantero;Ecuador;106023;30;894;U.Cat?lica(E)
1992-02-24;28;70;182;Delantero;Ecuador;57226;30;894;U.Cat?lica(E)
1995-02-10;25;68;178;Delantero;Ecuador;136994;30;894;U.Cat?lica(E)
1999-05-13;21;71;170;Delantero;Ecuador;217186;30;894;U.Cat?lica(E)
1987-08-28;33;80;186;Delantero;Argentina;39892;30;894;U.Cat?lica(E)
1993-02-20;27;76;178;Delantero;Argentina;75517;30;894;U.Cat?lica(E)
1964-01-13;56;;;DT;Colombia;8480;30;894;U.Cat?lica(E)
